Dates,TSX,CAC,DAX,NIK,FTSE,SP
14-Jun-96,5030.2,2111.8,2548.8,22289,3753.6,665.85
17-Jun-96,5043.4,2113,2546.1,22245,3761.5,665.16
18-Jun-96,5060.7,2107.9,2549.3,22332,3756.4,662.06
19-Jun-96,5072.7,2100.7,2554.3,22367,3753.2,661.96
20-Jun-96,5058,2077.1,2539.7,22437,3727.5,662.1
21-Jun-96,5047.5,2084.2,2540.1,22531,3722.3,666.84
24-Jun-96,5074.3,2097.6,2566.4,22603,3710.8,668.85
25-Jun-96,5069.6,2118.4,2573,22597,3679.5,668.48
26-Jun-96,5027.7,2113.3,2573.7,22667,3695.5,664.39
27-Jun-96,5011.6,2112.9,2551.6,22502,3678.8,668.55
28-Jun-96,5044.1,2123.7,2561.4,22531,3711,670.63
1-Jul-96,5044.1,2118.8,2564,22456,3725.6,675.88
2-Jul-96,5061.5,2111.8,2572.3,22348,3725.7,673.61
3-Jul-96,5073.9,2114,2569,22379,3714.1,672.4
4-Jul-96,5086.4,2126.8,2577.4,22293,3760.6,664.92
5-Jul-96,5062.8,2098.8,2583.5,22232,3743.2,657.44
8-Jul-96,5034.5,2079.1,2551,21925,3741.5,652.54
9-Jul-96,5076.7,2076.6,2562.2,21920,3752.3,654.75
10-Jul-96,5098.3,2081.9,2567.4,21779,3765.8,656.06
11-Jul-96,5055.4,2073.4,2575.5,21893,3749,645.67
12-Jul-96,5041.5,2050.6,2544.3,21656,3728.3,646.19
15-Jul-96,4955.3,2029.5,2550.5,21753,3698.3,629.8
16-Jul-96,4920.6,1989.5,2469.8,21406,3632.3,628.37
17-Jul-96,4940,1995.1,2497.2,21413,3658.2,634.07
18-Jul-96,5006.9,2007.3,2506.2,21566,3693.4,643.56
19-Jul-96,5005,1992.8,2520.2,21476,3710.5,638.73
22-Jul-96,4971.7,1960.3,2482.4,21006,3681.3,633.77
23-Jul-96,4918.6,1982.2,2475.1,21164,3708.4,626.87
24-Jul-96,4880.3,1954.1,2447.8,20631,3668.8,626.65
25-Jul-96,4906.8,1974.7,2465,20884,3684.7,631.17
26-Jul-96,4933.3,1962.9,2470.3,21125,3673.3,635.9
29-Jul-96,4896.3,1961.1,2477.8,20968,3678.8,630.91
30-Jul-96,4901.2,1968.5,2457.5,20880,3668.5,635.26
31-Jul-96,4929.2,1995.9,2473.4,20693,3703.2,639.95
1-Aug-96,4953,2009.9,2494.5,20985,3734.4,650.02
2-Aug-96,5015.6,2023.4,2508.7,20940,3770.6,662.49
5-Aug-96,5015.6,2013.2,2520.9,21077,3788.3,660.23
6-Aug-96,5024.3,1999.3,2522.5,20745,3788.4,662.38
7-Aug-96,5031.7,1996.7,2531.9,20478,3811.1,664.16
8-Aug-96,5041.7,1997.4,2538.2,20731,3811.4,662.59
9-Aug-96,5046.3,1985.4,2525.6,20551,3810.7,662.1
12-Aug-96,5064.2,1978.2,2528.2,20667,3803.3,665.77
13-Aug-96,5048.2,1980.6,2539.4,20865,3823.4,660.2
14-Aug-96,5048.8,1979.5,2538.7,20981,3830.3,662.05
15-Aug-96,5073.1,1981.733333,2546.3,20968,3837.4,662.28
16-Aug-96,5089.2,1983.966667,2548.4,20834,3872.9,665.21
19-Aug-96,5117.6,1986.2,2562.8,21106,3863.7,666.58
20-Aug-96,5150.9,2019.3,2560.3,21127,3883.2,665.69
21-Aug-96,5167.1,2000.6,2543.7,21275,3872.1,665.07
22-Aug-96,5182.1,2017.8,2557.3,21363,3891.1,670.68
23-Aug-96,5193,2020.8,2555.2,21229,3907.5,667.03
26-Aug-96,5186.7,2020.4,2552.4,20884,3906.6,663.88
27-Aug-96,5173.9,2018,2558.8,20910,3905.7,666.4
28-Aug-96,5184.1,2002.9,2563.2,20710,3918.7,664.81
29-Aug-96,5162.8,1977.6,2560.1,20553,3885,657.4
30-Aug-96,5143.4,1970.6,2543.8,20167,3867.6,651.99
2-Sep-96,5147.65,1977,2532.9,20107,3884.4,653.355
3-Sep-96,5151.9,1971.4,2510.8,20198,3855.9,654.72
4-Sep-96,5163.8,1984.8,2532.4,20202,3872.7,655.61
5-Sep-96,5136.3,1996.2,2529.5,20380,3887.2,649.44
6-Sep-96,5149.9,2004.8,2517,20153,3893,655.68
9-Sep-96,5148.6,2020.3,2548.7,20202,3910.8,663.76
10-Sep-96,5147.1,2042.1,2570.1,20560,3916.1,663.81
11-Sep-96,5160.4,2038.1,2566.8,20571,3905.6,667.28
12-Sep-96,5191.6,2065.4,2570.3,20444,3932.6,671.15
13-Sep-96,5243.3,2080.4,2596,20843,3967.9,680.54
16-Sep-96,5265.9,2086.2,2629.9,21077,3977.2,683.98
17-Sep-96,5268.5,2080.9,2628.1,21311,3972.3,682.94
18-Sep-96,5271.8,2072.7,2625.7,21157,3955.7,681.47
19-Sep-96,5276,2082.3,2624.4,21323,3974.3,683
20-Sep-96,5287.5,2079.5,2646.1,21112,3964.1,687.03
23-Sep-96,5284.2,2067.1,2627,21142,3919.7,686.48
24-Sep-96,5299.7,2081.5,2638.5,21172,3910.5,685.61
25-Sep-96,5322.6,2103.4,2659,21351,3935.7,685.83
26-Sep-96,5304.6,2104.1,2666.6,21461,3933.2,685.86
27-Sep-96,5301.1,2107.1,2659,21547,3946.4,686.19
30-Sep-96,5291.1,2132.8,2651.9,21556,3953.7,687.33
1-Oct-96,5329.6,2123.2,2655.7,21463,3992.2,689.08
2-Oct-96,5388,2141.8,2676.5,21499,4015.1,694.01
3-Oct-96,5380,2136.1,2679.9,21332,4000,692.78
4-Oct-96,5415.7,2152.7,2683.3,21148,4024.8,701.46
7-Oct-96,5441.5,2151.6,2702.6,21161,4031.5,703.34
8-Oct-96,5436.5,2161.5,2691.2,21039,4035.6,700.64
9-Oct-96,5436.1,2146.7,2703,20871,4009.3,696.74
10-Oct-96,5433.6,2135.6,2680.8,20919.5,3994.7,694.61
11-Oct-96,5461.2,2147.1,2686,20968,4028.1,700.66
14-Oct-96,5470.9,2143.6,2693.9,21029,4038.7,703.54
15-Oct-96,5480.6,2168.3,2728.5,21430,4050.8,702.57
16-Oct-96,5481,2158.5,2714.9,21397,4024.4,704.41
17-Oct-96,5474.2,2165.3,2716.3,21424,4042.1,706.99
18-Oct-96,5492.6,2185.2,2734.8,21612,4053.1,710.82
21-Oct-96,5518.1,2180.2,2729,21303,4073.1,709.85
22-Oct-96,5533,2175.6,2719,21124,4057.2,706.57
23-Oct-96,5576.2,2148.9,2699.5,21082,4028.4,707.27
24-Oct-96,5558.9,2151.6,2678.4,21003,3999.4,702.29
25-Oct-96,5549.8,2162.4,2674.2,20740,4022.4,700.92
28-Oct-96,5553.4,2150.4,2703.8,20885,4025.3,697.26
29-Oct-96,5565.1,2125.7,2673.6,20958,3993.5,701.5
30-Oct-96,5590.8,2124.8,2678.7,20682,3963.9,700.9
31-Oct-96,5598.8,2140.5,2659.3,20467,3979.1,705.27
1-Nov-96,5591.3,2141.35,2683.3,20633,3948.5,703.77
4-Nov-96,5609.3,2142.2,2671.9,20612.5,3928.1,706.73
5-Nov-96,5664.5,2187.3,2691.3,20592,3921.1,714.14
6-Nov-96,5749.9,2213.4,2729.2,20992,3935.7,724.59
7-Nov-96,5739.2,2211.8,2713.2,20771,3900.4,727.65
8-Nov-96,5758.8,2205.2,2739.8,21201,3910.8,730.82
11-Nov-96,5802.4,2217.15,2728.3,21065,3914.4,731.87
12-Nov-96,5807,2229.1,2734.3,21206,3934.3,729.56
13-Nov-96,5799,2217.2,2773.4,20979,3926.9,731.13
14-Nov-96,5820.9,2218.2,2777,21031,3926.1,735.88
15-Nov-96,5870.6,2240.3,2795.8,20930,3958.2,737.62
18-Nov-96,5872.7,2228.8,2763.8,20796,3962.1,737.02
19-Nov-96,5905.6,2240.1,2764.1,20956,3978.1,742.16
20-Nov-96,5966.1,2233.4,2774.5,21190,3962.8,743.95
21-Nov-96,5922.2,2233.6,2772.3,21143,3953.8,742.75
22-Nov-96,5917.8,2255.5,2763.7,21216,4018.7,748.73
25-Nov-96,5952.4,2277.1,2799.2,21294,4054.6,757.03
26-Nov-96,5975.6,2275.1,2810.6,21418,4068.4,755.96
27-Nov-96,5986.4,2270.8,2797,21345,4049.2,755
28-Nov-96,6018.7,2290.3,2817.5,21036,4050.2,756.01
29-Nov-96,6016.7,2315.7,2845.5,21020,4058,757.02
2-Dec-96,5985,2318.6,2858.6,20675,4038.5,756.56
3-Dec-96,5940.7,2349.1,2887,20631,4061.5,748.28
4-Dec-96,5910.7,2308.7,2866.1,20660,4045.2,745.1
5-Dec-96,5841.8,2292.5,2909.9,20944,4051.2,744.38
6-Dec-96,5810.1,2240.7,2792,20277,3963,739.6
9-Dec-96,5906.5,2255.8,2857.2,20604,4011.6,749.76
10-Dec-96,5919.9,2251.4,2891,20822,4035.7,747.54
11-Dec-96,5781.7,2213.3,2841.1,20568,3982.5,740.73
12-Dec-96,5722.8,2212.1,2847.1,20501,3990.7,729.3
13-Dec-96,5706.9,2203.4,2799.7,20341,3972.4,728.64
16-Dec-96,5712.4,2222.6,2855.8,20422,3993.8,720.98
17-Dec-96,5710.2,2193.7,2815.1,20413,3979.6,726.04
18-Dec-96,5727.6,2218.9,2820.8,20093,4018.2,731.54
19-Dec-96,5844.3,2248.7,2807.8,19571,4051.3,745.76
20-Dec-96,5869.7,2278.5,2854.5,19690,4077.6,748.87
23-Dec-96,5862.9,2287.4,2845.6,19426,4087.2,746.92
24-Dec-96,5867.8,2289.6,2847.425,19162,4092.5,751.03
25-Dec-96,5879.4,2296.7,2849.25,19549,4092,753.425
26-Dec-96,5891,2303.8,2851.075,19292,4091.5,755.82
27-Dec-96,5902.6,2307,2852.9,19369,4091,756.79
30-Dec-96,5954.3,2318.6,2888.7,19361,4115.7,753.85
31-Dec-96,5927,2315.7,2875.4,19378,4118.5,740.74
1-Jan-97,5915.65,2286.35,2862.1,19395,4087.95,738.875
2-Jan-97,5904.3,2257,2848.8,19412,4057.4,737.01
3-Jan-97,5919.5,2282.8,2859.3,19429,4089.5,748.03
6-Jan-97,5920.7,2306.7,2881.3,19446,4106.5,747.65
7-Jan-97,5946.9,2301.7,2886.1,18896,4078.8,753.23
8-Jan-97,5930,2331.6,2906.3,18680,4087.5,748.41
9-Jan-97,5959.4,2349.1,2892.6,18074,4087,754.85
10-Jan-97,5984.9,2327.5,2933.4,17304,4056.6,759.5
13-Jan-97,6001.5,2361.3,2955,18119,4107.3,759.51
14-Jan-97,6054.9,2402.1,2949,18093,4168.2,768.86
15-Jan-97,6065.3,2388,2988.5,18118.5,4158.9,767.2
16-Jan-97,6103.7,2407.8,2993.3,18144,4197.5,769.75
17-Jan-97,6138.8,2425.1,3001.4,18090,4207.7,776.17
20-Jan-97,6113.9,2406.1,3030.7,17480,4194,776.7
21-Jan-97,6076,2409.9,2976.7,17358,4195.5,782.72
22-Jan-97,6058.7,2442.5,3028.7,18014,4219.1,786.23
23-Jan-97,6040.5,2461.3,3033.5,17909,4219.1,777.56
24-Jan-97,6033.6,2430.3,2998.2,17689,4218.8,770.52
27-Jan-97,6040.8,2435.2,2994.5,17335,4212,765.02
28-Jan-97,6046.7,2482.8,2989.3,17797,4237.4,765.02
29-Jan-97,6071.3,2465,2999.2,18335,4207.5,772.5
30-Jan-97,6085.1,2503.1,3017.3,17864,4228.4,784.17
31-Jan-97,6109.6,2516.6,3035.2,18330,4275.8,786.16
3-Feb-97,6140.9,2508.6,3062.3,18086,4257.8,786.73
4-Feb-97,6145.4,2503.1,3067.1,18314,4260.9,789.26
5-Feb-97,6112.4,2541.3,3098,18186,4281.5,778.28
6-Feb-97,6071.9,2558.4,3104.1,18038,4265.9,780.15
7-Feb-97,6101.7,2597.5,3138,17867,4307.8,789.56
10-Feb-97,6081.3,2595.4,3184.4,18181,4307.7,785.43
11-Feb-97,6126.9,2582.1,3187.6,18314,4304.3,789.59
12-Feb-97,6165.4,2599.3,3216.1,18410,4304.3,802.77
13-Feb-97,6225.8,2628.4,3229.5,18688,4327.1,811.82
14-Feb-97,6214.2,2627.4,3248.2,18722,4341,808.48
17-Feb-97,6217.6,2634.5,3232.6,18751,4337.8,812.385
18-Feb-97,6238.2,2617.5,3276.2,18471,4332.3,816.29
19-Feb-97,6248.9,2594.8,3233.8,18599,4357.4,812.49
20-Feb-97,6205.1,2575.2,3196,19052,4356.1,802.8
21-Feb-97,6227,2562.8,3184.1,19035,4336.8,801.77
24-Feb-97,6242.5,2567.9,3184.2,18897,4331.1,810.28
25-Feb-97,6247.8,2607.7,3233.2,19070,4344.7,812.03
26-Feb-97,6201.4,2602.2,3237.9,18991,4329.3,805.68
27-Feb-97,6187.5,2629.4,3276.7,19022,4339.2,795.07
28-Feb-97,6157.8,2607.8,3259.6,18557,4308.3,790.82
3-Mar-97,6146,2600.3,3263.9,18429,4307.1,795.31
4-Mar-97,6155.1,2651.7,3320.7,18565,4357.7,790.95
5-Mar-97,6203.1,2666.2,3365,18274,4360.1,801.99
6-Mar-97,6214.7,2698.9,3417.6,18041,4399.3,798.56
7-Mar-97,6268.4,2708.3,3376.2,18199,4420.3,804.97
10-Mar-97,6332.9,2709.2,3436.1,18114,4437.4,813.65
11-Mar-97,6305.5,2686.2,3460.6,18268,4444.3,811.34
12-Mar-97,6257.2,2641.7,3415.4,18183,4422.5,804.26
13-Mar-97,6165.9,2632.1,3349.8,17900,4397.7,789.56
14-Mar-97,6197.7,2645.6,3359.3,17924,4424.3,793.17
17-Mar-97,6154.5,2588.4,3351,18054,4373.3,795.71
18-Mar-97,6129.3,2574,3291.2,18445,4356.8,789.66
19-Mar-97,6089,2596.8,3315.9,18494,4332.2,785.77
20-Mar-97,6055.3,2553.7,3264.7,18563.5,4258.1,782.65
21-Mar-97,6074.8,2587.1,3298.2,18633,4254.8,784.1
24-Mar-97,6144.3,2579.3,3321.8,18044,4214.8,790.89
25-Mar-97,6143.8,2624.3,3349.1,18440,4270.7,789.07
26-Mar-97,6122.8,2648.7,3418.1,18472,4301.5,790.5
27-Mar-97,5931.8,2656.7,3429.1,18210,4312.9,773.88
28-Mar-97,5891,2631.733333,3384.7,18190,4291.3,765.5
31-Mar-97,5850.2,2606.766667,3340.3,18003,4269.7,757.12
1-Apr-97,5900.4,2581.8,3295.9,17870,4248.1,759.64
2-Apr-97,5849.1,2530.3,3301.9,18037,4236.6,750.11
3-Apr-97,5826.6,2514.5,3215.2,18129,4214.6,750.32
4-Apr-97,5817.3,2518,3244.9,17861,4236.6,757.9
7-Apr-97,5840.8,2572.3,3312.9,17716,4271.7,762.13
8-Apr-97,5821,2579,3329.8,18022,4269.3,766.12
9-Apr-97,5798.7,2617.6,3359.5,17703,4292.3,760.6
10-Apr-97,5790.1,2608,3351.5,17486,4313.2,758.34
11-Apr-97,5683.6,2574.6,3340.1,17847,4270.7,737.65
14-Apr-97,5679.3,2566.1,3279.9,17692,4251.7,743.73
15-Apr-97,5743.6,2620.6,3327.7,17934,4286.8,754.72
16-Apr-97,5798.8,2621,3353.5,18031,4294.6,763.53
17-Apr-97,5828.6,2615.2,3383.3,18093,4298.9,761.77
18-Apr-97,5826.3,2547.6,3344.4,18352,4310.5,766.34
21-Apr-97,5797.7,2522.7,3347.6,18552,4328.7,760.37
22-Apr-97,5855.4,2514.7,3340.3,18544,4346.1,774.61
23-Apr-97,5874.1,2533.6,3396,18735,4387.7,773.64
24-Apr-97,5864.8,2539.8,3397.4,18698,4388.5,771.18
25-Apr-97,5835.3,2536.3,3374.1,18613,4369.7,765.37
28-Apr-97,5835.6,2550.3,3363.1,18670,4389.7,772.96
29-Apr-97,5903.6,2602.9,3383.2,18910.5,4433.2,794.05
30-Apr-97,5976.6,2639.5,3438.1,19151,4436,801.34
1-May-97,6009.9,2647.4,3449.25,19275,4445,798.53
2-May-97,6106.9,2655.3,3460.4,19515,4455.6,812.97
5-May-97,6150.7,2672.8,3528.8,19848,4487.45,830.29
6-May-97,6130,2651.9,3568.3,20181,4519.3,827.76
7-May-97,6113.5,2643.3,3552,20049,4537.5,815.62
8-May-97,6157.4,2638.6,3557.2,20062,4580.4,820.26
9-May-97,6229.5,2633.9,3562.4,19803,4630.9,824.78
12-May-97,6272.6,2693.1,3575.4,20144,4669.6,837.66
13-May-97,6249.2,2719.6,3595.2,20129,4691,833.13
14-May-97,6248.2,2774.6,3573.7,20210,4686.9,836.04
15-May-97,6276.7,2776,3562.1,20056,4681.2,841.88
16-May-97,6247.4,2784.3,3604.6,20325,4693.9,829.75
19-May-97,6253.75,2767.7,3574,20490,4645.2,833.27
20-May-97,6260.1,2751.1,3543.4,20333,4607.5,841.66
21-May-97,6307.1,2786.4,3596.1,19842,4642,839.35
22-May-97,6336,2741.7,3579.4,19877,4651.8,835.66
23-May-97,6421.5,2762.9,3602.2,20009,4661.8,847.03
26-May-97,6491.1,2654.7,3657.9,20044,4671.7,848.37
27-May-97,6442.5,2680.3,3674.4,19890,4681.6,849.71
28-May-97,6389,2583.2,3636.4,20351,4677.5,847.21
29-May-97,6370.3,2579.2,3599.55,20312,4672.3,844.08
30-May-97,6382.1,2583.9,3562.7,20069,4621.3,848.28
2-Jun-97,6406.1,2601.5,3596.4,20452,4562.8,846.36
3-Jun-97,6432.7,2624.5,3655.6,20563,4557.8,845.48
4-Jun-97,6428.6,2635.4,3651.6,20612,4557.1,840.11
5-Jun-97,6449.5,2690.9,3684.6,20488,4576.2,843.43
6-Jun-97,6492.1,2719.3,3700.5,20486,4645,858.01
9-Jun-97,6467.4,2686.2,3668.6,20224,4686.7,862.91
10-Jun-97,6473,2664.2,3671.2,20533,4739.6,865.27
11-Jun-97,6459.5,2696.2,3671.9,20290,4724.8,869.57
12-Jun-97,6515.6,2760.3,3737.2,20564,4757.4,883.46
13-Jun-97,6550.6,2808.5,3752.4,20528,4783.1,893.27
16-Jun-97,6537.5,2795.9,3750,20681,4745.1,893.9
17-Jun-97,6532.3,2762.6,3721.2,20594,4682.2,894.42
18-Jun-97,6498.1,2751.7,3730.6,20498,4657,889.06
19-Jun-97,6512.7,2739.7,3777.6,20508,4653.7,897.99
20-Jun-97,6511.4,2757.1,3788.5,20386,4593.9,898.7
23-Jun-97,6437.7,2762.2,3748.8,20436,4575.8,878.62
24-Jun-97,6491,2784.8,3761.1,20342,4596.3,896.34
25-Jun-97,6515.1,2867.4,3819.5,20679,4640,888.99
26-Jun-97,6453.7,2893.6,3820.2,20625,4657.9,883.68
27-Jun-97,6426.4,2891,3809.9,20524,4640.3,887.3
30-Jun-97,6437.7,2858.3,3766.9,20605,4604.6,885.14
1-Jul-97,6437.7,2944,3834.8,20176,4728.3,891.03
2-Jul-97,6549,2909.5,3867.5,20196,4751.4,904.03
3-Jul-97,6588,2937,3939.7,20121,4831.7,916.92
4-Jul-97,6585.4,2934.5,3946.7,19968,4812.8,914.56
7-Jul-97,6529.1,2947.7,4003.4,19705,4810.7,912.2
8-Jul-97,6580.8,2929.8,4030.1,19854,4758.5,918.75
9-Jul-97,6574.6,2950.6,4027,19697,4762.4,907.54
10-Jul-97,6592.9,2929.1,4000.7,19755,4767.8,913.78
11-Jul-97,6626.4,2941.6,4074.3,19875,4799.5,916.68
14-Jul-97,6639.6,2946.15,4142.2,20229,4857.4,918.38
15-Jul-97,6655.9,2950.7,4139.7,20069,4899.3,925.76
16-Jul-97,6744.8,2988,4223.7,20359,4964.2,936.59
17-Jul-97,6755.1,2958.6,4203.9,20519,4949,931.61
18-Jul-97,6738.2,2876.7,4131.9,20249,4877.2,915.3
21-Jul-97,6647.4,2874.1,4140,20203,4805.7,912.94
22-Jul-97,6714.1,2921.1,4297.6,20157,4846.7,933.98
23-Jul-97,6765.2,3003.5,4384.8,20131,4874.5,936.56
24-Jul-97,6785.2,2973.5,4320.5,20286,4862.9,940.3
25-Jul-97,6780.3,3025.9,4368.5,20390,4851.5,938.79
28-Jul-97,6792.3,3022.2,4400.3,20575,4862.6,936.45
29-Jul-97,6801.2,3023.6,4377.7,20403,4876.6,942.29
30-Jul-97,6850.6,3069.3,4458.7,20213,4927.3,952.29
31-Jul-97,6877.7,3075.7,4405.5,20331,4907.5,954.31
1-Aug-97,6851.1,3049.5,4337,19804,4899.3,947.14
4-Aug-97,6851.1,2992.4,4302.5,19668,4895.7,950.3
5-Aug-97,6903.1,2984.1,4325.9,19514,4960.6,952.37
6-Aug-97,6933.7,3037.1,4364.3,19702,5026.2,960.32
7-Aug-97,6945.1,3056.3,4428.1,19476,5086.8,951.19
8-Aug-97,6895.2,2996.3,4342.3,19604,5031.3,933.54
11-Aug-97,6840.4,2983.4,4333.2,18824,5031.9,937
12-Aug-97,6808.5,2998.6,4377.5,19099,5075.8,926.53
13-Aug-97,6791,2924,4237.1,19009,5003.6,922.02
14-Aug-97,6766.9,2921.8,4195.5,19222,4991.3,924.77
15-Aug-97,6695.1,2895.95,4077.6,19326,4865.8,900.81
18-Aug-97,6655.3,2870.1,4080.6,19041,4835,912.49
19-Aug-97,6715.9,2936.2,4190.5,18961,4914.2,926.01
20-Aug-97,6773.1,2979.3,4251.9,19252,4958.4,939.35
21-Aug-97,6733,2957.2,4204.8,19157,4978,925.05
22-Aug-97,6709.8,2904.2,4090.1,18650,4901.1,923.54
25-Aug-97,6732.9,2898.6,4076.8,18656,4893.7,920.16
26-Aug-97,6697.9,2869.3,3993.7,18815,4886.3,913.02
27-Aug-97,6674.2,2871.7,3992,18442,4906.9,913.7
28-Aug-97,6633,2828.4,3897.4,18451,4845.4,903.67
29-Aug-97,6611.8,2770.5,3919.8,18229,4817.5,899.47
1-Sep-97,6642.55,2805.8,4001.8,17974,4870.2,913.525
2-Sep-97,6673.3,2921.2,4127.3,18233,4952.2,927.58
3-Sep-97,6704.2,2918,4062.1,18735,4976.9,927.86
4-Sep-97,6722.1,2927,4093.4,18615,4991.3,930.87
5-Sep-97,6743.2,2924.5,4073.7,18650,4994.2,929.05
8-Sep-97,6764.1,2940.9,4131.3,18634,4985.2,931.2
9-Sep-97,6799.5,2919.7,4104.6,18696,4950.5,933.62
10-Sep-97,6769.5,2874.6,4028,18705,4905.2,919.03
11-Sep-97,6741.9,2843.6,3890.2,18282,4854.8,912.59
12-Sep-97,6766.1,2834.1,3796.6,17966,4848.2,923.91
15-Sep-97,6787.9,2898.6,3869.5,17970.5,4902.9,919.77
16-Sep-97,6865.3,2940.6,3995.7,17975,4976.4,945.64
17-Sep-97,6898.1,2944,3970.4,17683,5013.1,943
18-Sep-97,6970.3,2978.4,4004,17930,5046.2,947.29
19-Sep-97,6982.7,2977.2,3983.1,18058,5023.8,950.51
22-Sep-97,7015.1,3017.5,4096.9,18201,5075.7,955.43
23-Sep-97,7014.2,2997.2,4091.8,18310.5,5027.5,951.93
24-Sep-97,7011.8,3023.7,4151,18420,5077.2,944.48
25-Sep-97,6975.7,3005.4,4104.9,18342,5065.5,937.91
26-Sep-97,6975.9,2985.6,4135.1,17995,5226.3,945.22
29-Sep-97,7012.5,2989,4116.5,17987,5220.3,953.34
30-Sep-97,7040.2,3008.3,4154.9,17888,5244.2,947.28
1-Oct-97,7044.6,3054.9,4263,17842,5317.1,955.41
2-Oct-97,7055.5,3052.1,4266.2,17455,5296.1,960.46
3-Oct-97,7091.9,3094,4296.3,17647,5330.8,965.03
6-Oct-97,7168.4,3078,4326.4,17825,5300,972.69
7-Oct-97,7209.9,3064.4,4311.1,17511,5305.6,983.12
8-Oct-97,7193.5,3024.1,4267.4,17619,5262.1,973.84
9-Oct-97,7132.5,2960.7,4179.9,17377,5217.8,970.62
10-Oct-97,7110.4,2955.1,4164.6,17291,5227.3,966.98
13-Oct-97,7139.6,3002.9,4225.3,17205,5300.1,968.1
14-Oct-97,7168.8,3002.5,4215.2,17306,5298.9,970.28
15-Oct-97,7128.9,2992.2,4168.6,17331,5263.7,965.72
16-Oct-97,7092.1,2992.9,4149.9,17707,5287.9,955.25
17-Oct-97,7036.5,2958,4049.2,17478,5271.1,944.16
20-Oct-97,7075.4,2946.7,4069.3,17295,5211,955.61
21-Oct-97,7137.3,2989.9,4172.5,17210,5225.9,972.28
22-Oct-97,7163.8,2958.1,4124.9,17688,5148.8,968.49
23-Oct-97,7073.8,2856.9,3976.4,17152,4991.5,950.69
24-Oct-97,7033.5,2849,3981.4,17364,4970.2,941.64
27-Oct-97,6599.2,2769.6,3871.4,17039,4840.7,876.99
28-Oct-97,6736.3,2651.3,3645.7,16313,4755.4,921.85
29-Oct-97,6845,2818,3806.7,16857,4871.8,919.16
30-Oct-97,6783.7,2739.5,3748.9,16365,4801.9,903.68
31-Oct-97,6842.4,2739.3,3753.7,16459,4842.3,914.62
3-Nov-97,6945.8,2788,3847.7,16479.5,4906.4,938.99
4-Nov-97,6927.1,2774.9,3784.8,16500,4897.4,940.76
5-Nov-97,6976.6,2822.4,3841.4,16448,4908.3,942.76
6-Nov-97,6961.5,2781.8,3813.9,16534,4863.8,938.03
7-Nov-97,6851.7,2707.1,3715.4,15836,4764.3,927.51
10-Nov-97,6819,2702.9,3728.4,15697,4806.8,921.13
11-Nov-97,6786.5,2698.7,3734.8,15867,4793.7,923.78
12-Nov-97,6648.2,2694.5,3697.5,15434,4720.4,905.96
13-Nov-97,6702.8,2700.7,3701.9,15427,4711,916.66
14-Nov-97,6726.2,2698.9,3676.7,15083,4741.8,928.35
17-Nov-97,6798.6,2773,3816.7,16283,4867,946.2
18-Nov-97,6752.2,2782.6,3844.1,16727,4845.4,938.23
19-Nov-97,6719.3,2790.6,3876.9,15842,4830.1,944.59
20-Nov-97,6763.9,2821.2,3931.8,16308,4908.4,958.98
21-Nov-97,6773.9,2861.7,3941.9,16722,4985.8,963.09
24-Nov-97,6724.6,2802.5,3832.1,16295,4898.6,946.67
25-Nov-97,6630.5,2786.3,3850.1,15868,4863.5,950.82
26-Nov-97,6505.4,2811.7,3926.9,16046,4891.2,951.64
27-Nov-97,6450,2829,3962,16603,4889,953.52
28-Nov-97,6512.8,2854.4,3972.1,16633,4831.8,955.4
1-Dec-97,6623.9,2918.5,4125.9,17008,4921.8,974.77
2-Dec-97,6667.5,2913.1,4096.4,16910,4977.6,971.68
3-Dec-97,6681.2,2902.4,4074.6,16586,4970.7,976.77
4-Dec-97,6662.3,2914.5,4159.7,16307,5082.3,973.1
5-Dec-97,6724.4,2910.1,4191.8,16424,5142.9,983.79
8-Dec-97,6787.7,2932.5,4208.1,16132,5187.4,982.37
9-Dec-97,6767,2959.4,4187.1,16687,5177.1,975.78
10-Dec-97,6754.5,2932.2,4116.7,16478,5130.7,969.79
11-Dec-97,6644.9,2828.5,4016.7,16050,5035.9,954.94
12-Dec-97,6641.9,2830.3,4061.9,15904,5045.2,953.39
15-Dec-97,6584.7,2838.3,4029.1,15909,5121.8,963.39
16-Dec-97,6567.4,2912.2,4150.3,15985,5203.4,968.04
17-Dec-97,6625.5,2893.3,4154.6,16541,5190.8,965.54
18-Dec-97,6594.9,2894.5,4162.9,16162,5168.3,955.3
19-Dec-97,6535.3,2822.9,4055.4,15315,5020.2,946.78
22-Dec-97,6595.5,2869.7,4125.5,14799,5018.2,953.7
23-Dec-97,6553.1,2858.1,4132.8,14862,5049.8,939.13
24-Dec-97,6539.5,2874.1,4166.1,14925,5013.9,932.7
25-Dec-97,6576.333333,2874.6,4199.4,15300,5046.733333,934.58
26-Dec-97,6613.166667,2875.1,4232.7,14803,5079.566667,936.46
29-Dec-97,6650,2939.5,4266,14775,5112.4,953.35
30-Dec-97,6691.2,2975.5,4224.3,15259,5132.3,970.84
31-Dec-97,6699.4,2998.9,4270.966667,15183.5,5135.5,970.43
1-Jan-98,6705.4,3018.8,4317.633333,15108,5164.5,972.735
2-Jan-98,6711.4,3038.7,4364.3,15032.5,5193.5,975.04
5-Jan-98,6742.1,3072.8,4417,14957,5262.5,977.07
